filename,width,height,class,xmin,ymin,xmax,ymax
24103.jpg,1920,1080,forklift,453,414,740,648
24103.jpg,1920,1080,forklift,917,17,1168,313
24104.jpg,1920,1080,forklift,1133,543,1541,873
24105.jpg,1920,1080,forklift,677,360,1179,768
24105.jpg,1920,1080,forklift,554,313,958,632
24106.jpg,1920,1080,forklift,1521,548,1645,648
24106.jpg,1920,1080,forklift,1477,197,1595,287
24107.jpg,1920,1080,forklift,443,756,611,894
24107.jpg,1920,1080,forklift,1483,603,1658,810
24110.jpg,1920,1080,forklift,961,490,1225,695
24110.jpg,1920,1080,forklift,210,12,588,248
24111.jpg,1920,1080,forklift,105,258,261,383
24111.jpg,1920,1080,forklift,233,66,532,317
24112.jpg,1920,1080,forklift,1181,644,1281,762
12000.jpg,1920,1080,forklift,1385,758,1536,852
12000.jpg,1920,1080,forklift,501,228,751,465
12001.jpg,1920,1080,forklift,1034,616,1233,737
12001.jpg,1920,1080,forklift,61,95,186,197
12002.jpg,1920,1080,forklift,859,225,1258,468
12002.jpg,1920,1080,forklift,569,6,1007,445
12003.jpg,1920,1080,forklift,569,159,904,431
12003.jpg,1920,1080,forklift,209,94,475,256
12004.jpg,1920,1080,forklift,1494,470,1630,563
12004.jpg,1920,1080,forklift,1236,270,1562,534
12005.jpg,1920,1080,forklift,600,643,1092,1045
12005.jpg,1920,1080,forklift,1182,196,1428,471
12006.jpg,1920,1080,forklift,206,389,452,590
12006.jpg,1920,1080,forklift,1583,296,1854,504
12007.jpg,1920,1080,forklift,333,379,588,635
12007.jpg,1920,1080,forklift,1372,273,1616,471
12010.jpg,1920,1080,forklift,1470,322,1887,765
12010.jpg,1920,1080,forklift,135,216,438,444
12011.jpg,1920,1080,forklift,1316,469,1541,735
12011.jpg,1920,1080,forklift,285,252,549,417
12012.jpg,1920,1080,forklift,817,370,1197,806
12013.jpg,1920,1080,forklift,313,642,475,771
12013.jpg,1920,1080,forklift,1221,65,1473,272
12014.jpg,1920,1080,forklift,1393,738,1516,827
12014.jpg,1920,1080,forklift,1083,257,1391,601
12015.jpg,1920,1080,forklift,1574,656,1853,836
12015.jpg,1920,1080,forklift,601,445,725,545
12016.jpg,1920,1080,forklift,1025,780,1221,987
12016.jpg,1920,1080,forklift,217,640,554,916
12017.jpg,1920,1080,forklift,1,613,495,971
12017.jpg,1920,1080,forklift,1561,165,1863,353
12020.jpg,1920,1080,forklift,1242,433,1591,743
12020.jpg,1920,1080,forklift,1125,169,1577,517
12021.jpg,1920,1080,forklift,897,529,1243,790
12021.jpg,1920,1080,forklift,1460,319,1699,473
12022.jpg,1920,1080,forklift,1134,235,1526,650
12022.jpg,1920,1080,forklift,131,346,309,481
12023.jpg,1920,1080,forklift,1760,338,1841,431
12023.jpg,1920,1080,forklift,468,69,591,169
12024.jpg,1920,1080,forklift,270,740,669,983
12024.jpg,1920,1080,forklift,1370,497,1577,654
12025.jpg,1920,1080,forklift,1349,441,1451,540
12025.jpg,1920,1080,forklift,833,194,1288,507
12026.jpg,1920,1080,forklift,124,412,304,551
12026.jpg,1920,1080,forklift,1493,55,1912,395
12027.jpg,1920,1080,forklift,918,143,1317,386
12027.jpg,1920,1080,forklift,509,196,628,296
12030.jpg,1920,1080,forklift,584,433,882,750
12030.jpg,1920,1080,forklift,799,271,928,369
12031.jpg,1920,1080,forklift,124,321,577,673
12031.jpg,1920,1080,forklift,445,59,678,201
12032.jpg,1920,1080,forklift,1029,543,1407,837
12032.jpg,1920,1080,forklift,1040,82,1124,151
12033.jpg,1920,1080,forklift,1382,882,1505,1019
12033.jpg,1920,1080,forklift,245,583,512,785
12034.jpg,1920,1080,forklift,1157,535,1743,1010
12034.jpg,1920,1080,forklift,1268,83,1360,186
12035.jpg,1920,1080,forklift,1375,660,1591,823
12035.jpg,1920,1080,forklift,488,271,754,433
12036.jpg,1920,1080,forklift,19,469,143,569
12036.jpg,1920,1080,forklift,204,75,635,556
12037.jpg,1920,1080,forklift,714,902,859,1031
12037.jpg,1920,1080,forklift,756,291,1002,492
12040.jpg,1920,1080,forklift,431,351,867,720
12040.jpg,1920,1080,forklift,1035,500,1268,642
12041.jpg,1920,1080,forklift,1579,133,1803,370
12041.jpg,1920,1080,forklift,566,45,935,346
12042.jpg,1920,1080,forklift,1129,722,1487,1061
12042.jpg,1920,1080,forklift,19,114,521,522
12043.jpg,1920,1080,forklift,1192,565,1510,769
12043.jpg,1920,1080,forklift,1117,36,1253,192
12044.jpg,1920,1080,forklift,631,373,744,443
12044.jpg,1920,1080,forklift,732,215,813,308
12045.jpg,1920,1080,forklift,1271,767,1515,1047
12045.jpg,1920,1080,forklift,1597,573,1801,771
12046.jpg,1920,1080,forklift,1638,830,1787,955
12046.jpg,1920,1080,forklift,50,183,302,390
12047.jpg,1920,1080,forklift,783,893,965,1018
12047.jpg,1920,1080,forklift,546,163,819,350
12050.jpg,1920,1080,forklift,365,594,543,767
12050.jpg,1920,1080,forklift,678,28,1220,445
12051.jpg,1920,1080,forklift,893,620,1179,891
12051.jpg,1920,1080,forklift,889,353,1246,700
12052.jpg,1920,1080,forklift,3,532,369,822
12052.jpg,1920,1080,forklift,389,260,995,717
12053.jpg,1920,1080,forklift,1360,942,1527,1078
12053.jpg,1920,1080,forklift,642,679,1078,1030
12054.jpg,1920,1080,forklift,1365,418,1650,649
12054.jpg,1920,1080,forklift,1427,302,1707,527
12055.jpg,1920,1080,forklift,1387,766,1764,1072
12055.jpg,1920,1080,forklift,1260,582,1396,738
12056.jpg,1920,1080,forklift,1609,593,1908,775
12056.jpg,1920,1080,forklift,622,293,745,382
12057.jpg,1920,1080,forklift,1383,218,1696,532
12057.jpg,1920,1080,forklift,1507,173,1915,504
12060.jpg,1920,1080,forklift,398,393,984,868
12060.jpg,1920,1080,forklift,499,151,724,417
12061.jpg,1920,1080,forklift,1646,712,1794,824
12061.jpg,1920,1080,forklift,1594,435,1713,535
12062.jpg,1920,1080,forklift,1641,475,1797,632
12062.jpg,1920,1080,forklift,510,124,998,511
12063.jpg,1920,1080,forklift,1523,882,1679,1039
12063.jpg,1920,1080,forklift,873,561,1242,973
12064.jpg,1920,1080,forklift,992,641,1341,951
12064.jpg,1920,1080,forklift,1720,652,1894,807
12065.jpg,1920,1080,forklift,687,327,894,484
12065.jpg,1920,1080,forklift,1461,292,1586,417
12066.jpg,1920,1080,forklift,784,710,1010,851
12066.jpg,1920,1080,forklift,131,424,357,565
12067.jpg,1920,1080,forklift,797,788,1096,970
12067.jpg,1920,1080,forklift,851,63,1263,362
12070.jpg,1920,1080,forklift,261,637,659,892
12070.jpg,1920,1080,forklift,806,606,929,695
12071.jpg,1920,1080,forklift,277,472,564,760
12071.jpg,1920,1080,forklift,532,388,616,457
12072.jpg,1920,1080,forklift,569,770,813,1050
12072.jpg,1920,1080,forklift,691,779,941,1030
12073.jpg,1920,1080,forklift,106,358,535,764
12073.jpg,1920,1080,forklift,963,19,1122,121
12074.jpg,1920,1080,forklift,1718,20,1896,155
12074.jpg,1920,1080,forklift,1544,31,1667,131
12075.jpg,1920,1080,forklift,952,716,1178,892
12075.jpg,1920,1080,forklift,1371,117,1749,353
12076.jpg,1920,1080,forklift,1592,838,1735,973
12076.jpg,1920,1080,forklift,1240,621,1444,786
12077.jpg,1920,1080,forklift,812,732,1152,996
12077.jpg,1920,1080,forklift,52,319,409,666
12080.jpg,1920,1080,forklift,1301,470,1636,742
12080.jpg,1920,1080,forklift,1003,108,1272,333
12081.jpg,1920,1080,forklift,990,476,1359,888
12081.jpg,1920,1080,forklift,1332,276,1669,552
12082.jpg,1920,1080,forklift,660,872,924,1077
12082.jpg,1920,1080,forklift,571,902,689,992
12083.jpg,1920,1080,forklift,1167,624,1566,882
12083.jpg,1920,1080,forklift,688,29,1094,342
12084.jpg,1920,1080,forklift,434,363,715,593
12084.jpg,1920,1080,forklift,697,286,1015,505
12085.jpg,1920,1080,forklift,1000,568,1322,873
12085.jpg,1920,1080,forklift,175,247,419,445
12086.jpg,1920,1080,forklift,453,414,740,648
12086.jpg,1920,1080,forklift,917,17,1168,313
12087.jpg,1920,1080,forklift,755,484,1387,971
12087.jpg,1920,1080,forklift,704,435,1198,793
12090.jpg,1920,1080,forklift,1074,289,1575,763
12090.jpg,1920,1080,forklift,606,232,759,380
12091.jpg,1920,1080,forklift,1450,546,1543,625
12091.jpg,1920,1080,forklift,93,55,357,220
12092.jpg,1920,1080,forklift,961,490,1225,695
12092.jpg,1920,1080,forklift,210,12,588,248
12093.jpg,1920,1080,forklift,517,963,601,1032
12093.jpg,1920,1080,forklift,233,66,532,317
12094.jpg,1920,1080,forklift,1661,576,1850,694
12094.jpg,1920,1080,forklift,1289,54,1863,522
12095.jpg,1920,1080,forklift,1142,782,1260,872
12095.jpg,1920,1080,forklift,1220,231,1806,706
12096.jpg,1920,1080,forklift,608,602,921,916
12096.jpg,1920,1080,forklift,1164,635,1457,872
12097.jpg,1920,1080,forklift,541,676,732,868
12097.jpg,1920,1080,forklift,1562,212,1705,347
12100.jpg,1920,1080,forklift,460,663,766,960
12100.jpg,1920,1080,forklift,405,435,1042,873
12101.jpg,1920,1080,forklift,1218,766,1414,927
12101.jpg,1920,1080,forklift,146,61,345,188
12102.jpg,1920,1080,forklift,557,512,920,799
12102.jpg,1920,1080,forklift,1410,311,1665,559
12103.jpg,1920,1080,forklift,81,442,655,910
12103.jpg,1920,1080,forklift,1236,256,1522,527
12104.jpg,1920,1080,forklift,1202,21,1617,336
12105.jpg,1920,1080,forklift,1300,503,1640,767
12105.jpg,1920,1080,forklift,569,185,977,516
12106.jpg,1920,1080,forklift,682,328,1049,625
12106.jpg,1920,1080,forklift,329,337,509,476
12107.jpg,1920,1080,forklift,1557,563,1837,800
12107.jpg,1920,1080,forklift,180,322,587,645
12110.jpg,1920,1080,forklift,589,448,795,597
12110.jpg,1920,1080,forklift,248,29,520,341
12111.jpg,1920,1080,forklift,190,230,560,499
12111.jpg,1920,1080,forklift,1128,14,1324,175
12112.jpg,1920,1080,forklift,1020,955,1147,1079
18000.jpg,1920,1080,forklift,285,754,463,889
18000.jpg,1920,1080,forklift,1518,281,1594,355
18001.jpg,1920,1080,forklift,178,604,720,1021
18001.jpg,1920,1080,forklift,61,95,186,197
18002.jpg,1920,1080,forklift,1466,665,1713,844
18002.jpg,1920,1080,forklift,1232,27,1588,297
18003.jpg,1920,1080,forklift,1554,825,1641,902
18003.jpg,1920,1080,forklift,919,603,1170,807
18004.jpg,1920,1080,forklift,696,284,1059,571
18004.jpg,1920,1080,forklift,1563,344,1789,485
18005.jpg,1920,1080,forklift,198,367,567,668
18005.jpg,1920,1080,forklift,1236,270,1475,470
18006.jpg,1920,1080,forklift,161,565,429,850
18006.jpg,1920,1080,forklift,1098,127,1456,466
18007.jpg,1920,1080,forklift,740,591,1297,948
18007.jpg,1920,1080,forklift,93,677,226,758
18010.jpg,1920,1080,forklift,1093,746,1247,918
18010.jpg,1920,1080,forklift,946,388,1094,500
18011.jpg,1920,1080,forklift,469,841,588,917
18011.jpg,1920,1080,forklift,449,332,806,712
18012.jpg,1920,1080,forklift,1161,735,1407,936
18012.jpg,1920,1080,forklift,821,274,1185,524
18013.jpg,1920,1080,forklift,810,658,1143,861
18013.jpg,1920,1080,forklift,542,142,698,299
18014.jpg,1920,1080,forklift,877,597,1378,1071
18014.jpg,1920,1080,forklift,1103,269,1532,675
18015.jpg,1920,1080,forklift,283,521,527,719
18015.jpg,1920,1080,forklift,1547,48,1647,166
18016.jpg,1920,1080,forklift,130,394,716,869
18016.jpg,1920,1080,forklift,1622,696,1811,814
18017.jpg,1920,1080,forklift,1393,738,1516,827
18017.jpg,1920,1080,forklift,1083,257,1391,601
18020.jpg,1920,1080,forklift,1247,203,1724,509
18021.jpg,1920,1080,forklift,1,613,358,993
18021.jpg,1920,1080,forklift,1104,797,1308,962
18022.jpg,1920,1080,forklift,229,951,304,1039
18022.jpg,1920,1080,forklift,490,59,775,289
18023.jpg,1920,1080,forklift,141,545,499,884
18023.jpg,1920,1080,forklift,161,87,541,523
18024.jpg,1920,1080,forklift,1242,433,1591,743
18024.jpg,1920,1080,forklift,1125,169,1503,405
18025.jpg,1920,1080,forklift,817,687,1099,910
18025.jpg,1920,1080,forklift,1546,205,1903,585
18026.jpg,1920,1080,forklift,924,123,1299,499
18026.jpg,1920,1080,forklift,131,346,309,481
18027.jpg,1920,1080,forklift,471,602,924,954
18027.jpg,1920,1080,forklift,145,724,234,791
18030.jpg,1920,1080,forklift,1349,441,1451,540
18030.jpg,1920,1080,forklift,833,194,1288,507
18031.jpg,1920,1080,forklift,956,746,1333,1052
18031.jpg,1920,1080,forklift,124,412,286,541
18032.jpg,1920,1080,forklift,918,143,1317,386
18032.jpg,1920,1080,forklift,509,196,691,321
18033.jpg,1920,1080,forklift,907,827,1026,927
18033.jpg,1920,1080,forklift,947,255,1143,416
18034.jpg,1920,1080,forklift,191,948,310,1024
18034.jpg,1920,1080,forklift,1335,553,1411,627
18035.jpg,1920,1080,forklift,994,492,1246,699
18035.jpg,1920,1080,forklift,120,168,419,350
18036.jpg,1920,1080,forklift,543,802,795,1069
18036.jpg,1920,1080,forklift,584,433,1039,746
18037.jpg,1920,1080,forklift,119,593,306,751
18037.jpg,1920,1080,forklift,317,194,769,542
18040.jpg,1920,1080,forklift,504,592,861,939
18040.jpg,1920,1080,forklift,1268,83,1360,186
18041.jpg,1920,1080,forklift,1157,535,1789,1022
18041.jpg,1920,1080,forklift,418,685,636,860
18042.jpg,1920,1080,forklift,936,323,1252,566
18042.jpg,1920,1080,forklift,810,134,1017,291
18043.jpg,1920,1080,forklift,1272,576,1552,873
18043.jpg,1920,1080,forklift,1101,218,1203,317
18044.jpg,1920,1080,forklift,714,902,859,1031
18044.jpg,1920,1080,forklift,756,291,1002,492
18045.jpg,1920,1080,forklift,16,567,385,979
18045.jpg,1920,1080,forklift,1440,309,1815,685
18046.jpg,1920,1080,forklift,219,760,335,863
18046.jpg,1920,1080,forklift,1798,137,1917,263
18047.jpg,1920,1080,forklift,416,703,682,865
18047.jpg,1920,1080,forklift,577,619,841,784
18050.jpg,1920,1080,forklift,1129,722,1487,1061
18050.jpg,1920,1080,forklift,19,114,521,522
18051.jpg,1920,1080,forklift,1192,565,1510,769
18051.jpg,1920,1080,forklift,1117,36,1253,192
18052.jpg,1920,1080,forklift,85,315,294,485
18052.jpg,1920,1080,forklift,732,215,854,314
18053.jpg,1920,1080,forklift,1271,767,1641,1036
18053.jpg,1920,1080,forklift,724,798,904,937
18054.jpg,1920,1080,forklift,332,819,510,1009
18054.jpg,1920,1080,forklift,844,25,1071,181
18055.jpg,1920,1080,forklift,1602,421,1888,692
18055.jpg,1920,1080,forklift,546,163,819,350
18056.jpg,1920,1080,forklift,1672,940,1850,1075
18056.jpg,1920,1080,forklift,1758,481,1887,579
18057.jpg,1920,1080,forklift,1628,233,1913,463
18057.jpg,1920,1080,forklift,1351,197,1440,264
18060.jpg,1920,1080,forklift,893,620,1219,884
18060.jpg,1920,1080,forklift,1221,444,1383,573
18061.jpg,1920,1080,forklift,1451,446,1538,523
18061.jpg,1920,1080,forklift,1180,194,1409,417
18062.jpg,1920,1080,forklift,143,680,510,977
18062.jpg,1920,1080,forklift,1406,201,1895,598
18063.jpg,1920,1080,forklift,1038,316,1288,553
18063.jpg,1920,1080,forklift,1358,127,1604,402
18064.jpg,1920,1080,forklift,392,430,598,579
18064.jpg,1920,1080,forklift,1427,302,1707,527
18065.jpg,1920,1080,forklift,1260,582,1486,756
18065.jpg,1920,1080,forklift,1122,0,1402,237
18066.jpg,1920,1080,forklift,880,804,1067,962
18066.jpg,1920,1080,forklift,1340,329,1869,740
18067.jpg,1920,1080,forklift,1383,218,1696,532
18067.jpg,1920,1080,forklift,1507,173,1915,504
18070.jpg,1920,1080,forklift,149,466,500,880
18070.jpg,1920,1080,forklift,398,393,984,868
18071.jpg,1920,1080,forklift,1537,881,1658,976
18071.jpg,1920,1080,forklift,302,671,561,867
18072.jpg,1920,1080,forklift,951,51,1497,426
18072.jpg,1920,1080,forklift,448,180,807,412
18073.jpg,1920,1080,forklift,1367,543,1822,856
18073.jpg,1920,1080,forklift,934,136,1052,226
18074.jpg,1920,1080,forklift,873,561,1242,973
18074.jpg,1920,1080,forklift,1546,453,1792,728
18075.jpg,1920,1080,forklift,530,769,781,1065
18075.jpg,1920,1080,forklift,1523,882,1659,1038
18076.jpg,1920,1080,forklift,1568,796,1846,974
18076.jpg,1920,1080,forklift,1283,244,1691,575
18077.jpg,1920,1080,forklift,687,327,894,484
18077.jpg,1920,1080,forklift,1461,292,1586,417
18080.jpg,1920,1080,forklift,40,589,646,1046
18080.jpg,1920,1080,forklift,12,360,445,687
18081.jpg,1920,1080,forklift,858,551,1217,783
18081.jpg,1920,1080,forklift,1235,225,1664,631
18082.jpg,1920,1080,forklift,688,684,940,951
18082.jpg,1920,1080,forklift,892,497,1099,654
18083.jpg,1920,1080,forklift,1274,546,1423,704
18083.jpg,1920,1080,forklift,1721,478,1900,647
18084.jpg,1920,1080,forklift,1212,577,1480,862
18084.jpg,1920,1080,forklift,171,658,306,762
18085.jpg,1920,1080,forklift,670,216,931,449
18085.jpg,1920,1080,forklift,372,51,750,287
18086.jpg,1920,1080,forklift,1558,388,1807,588
18086.jpg,1920,1080,forklift,516,83,777,316
18087.jpg,1920,1080,forklift,1599,980,1717,1070
18087.jpg,1920,1080,forklift,106,358,442,714
18090.jpg,1920,1080,forklift,1592,838,1715,975
18090.jpg,1920,1080,forklift,343,620,662,826
18091.jpg,1920,1080,forklift,1179,693,1387,914
18091.jpg,1920,1080,forklift,1185,26,1309,131
18092.jpg,1920,1080,forklift,208,713,450,904
18092.jpg,1920,1080,forklift,155,606,414,802
18093.jpg,1920,1080,forklift,247,579,665,930
18093.jpg,1920,1080,forklift,711,545,847,638
18094.jpg,1920,1080,forklift,141,518,502,796
18094.jpg,1920,1080,forklift,25,430,280,686
18095.jpg,1920,1080,forklift,741,650,970,873
18095.jpg,1920,1080,forklift,1448,156,1720,468
18096.jpg,1920,1080,forklift,990,476,1359,888
18096.jpg,1920,1080,forklift,1332,276,1669,552
18097.jpg,1920,1080,forklift,549,330,1106,687
18097.jpg,1920,1080,forklift,1701,88,1880,238
18100.jpg,1920,1080,forklift,1220,718,1438,893
18100.jpg,1920,1080,forklift,1138,10,1328,228
18101.jpg,1920,1080,forklift,494,737,627,818
18101.jpg,1920,1080,forklift,1137,246,1556,586
18102.jpg,1920,1080,forklift,453,414,740,648
18102.jpg,1920,1080,forklift,917,17,1236,337
18103.jpg,1920,1080,forklift,755,484,1191,853
18103.jpg,1920,1080,forklift,704,435,1198,793
18104.jpg,1920,1080,forklift,1439,464,1688,664
18104.jpg,1920,1080,forklift,514,236,717,417
18105.jpg,1920,1080,forklift,1413,189,1842,595
18105.jpg,1920,1080,forklift,646,122,860,325
18106.jpg,1920,1080,forklift,566,741,899,944
18106.jpg,1920,1080,forklift,1222,289,1675,641
18107.jpg,1920,1080,forklift,606,232,844,385
18107.jpg,1920,1080,forklift,619,14,823,179
18110.jpg,1920,1080,forklift,105,258,261,383
